date;employee_title;employee_status;review_title;pros;cons
2020-07-02;Risk Analyst;Former Employee, more than 10 years;Some Good Things, Some Bad Things;"Good pay, good benefits, flexible work hours
";"Lots of bureaucracy, lots of corporate initiatives that area a waste of time and keep you from doing your actual job.
Advice to Management
Stop the useless initiatives and focus on improving costs.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-26;Procurement Manager;Current Employee;Thrive and Survive;"401K Matching, Bonus (during good years), Pension. 9/80 Schedule
";"Cyclical nature of oil and gas. Constant reorganizations.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-04;Anonymous;Former Employee, less than 1 year;Customer Service Representative;"The management there are awesome people. They treated me like I was a veteran of the store and had been there for years. The hours weren't long and the pay was decent.
";"The area I worked in wasn't the best. We had all kinds of rifraf that came through.
Advice to Management
Please consider the lives of those that do the day to day stuff when it comes time for that bonus check.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-11;Cashier;Former Employee;Great place;"Good benefits
Fun staff
Great environment
";"The long hours 
Slow time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-26;Program Associate;Current Employee, more than 3 years;Great place to work;"Collaborative, open-minded, great team. Lots of opportunities to take on new and exciting projects
";"Pay could be better but it's a nonprofit
Advice to Management
Be open
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-23;Senior Financial Analyst;Former Employee, more than 5 years;Excellent place to work!;"Supportive environment and highly professional colleagues
";"Many rounds of layoffs because of oil price drop
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-05;Senior Telecom Engineer;Current Employee, more than 5 years;Great Company;"They heavily invest in the their employees.
";"They constantly re-org and they don't seem to have a cohesive IT plan.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-03;Anonymous;Current Employee;Yuh;"Had fun with customers and learned a lot
";"Not really helpful and tried telling management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-28;Courtesy Clerk;Former Employee, less than 1 year;My time with Shell (Chicago land);"Greetings from my new guests.
";"Working the night shift closing.
Advice to Management
Address better to employees and safety of other employees. Flexible schedules.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-13;Supervisor;Former Employee, more than 3 years;Good Company;"Good atmosphere and good employees
";"Management needs to leave employees alone so they can do their jobs.
Advice to Management
Need more management training on employee relations
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-25;Senior Trader;Former Employee;Commodities Trader;"salary, capital, ability to grow business
";"don't get % of book
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-22;Manager;Current Employee, more than 3 years;Opportunity to excel;"There are immense opportunities to rise
";"Long hours and very little time off with family
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-20;Project Controls;Former Employee, more than 8 years;Good industry leader , not the best;"Great company to work for, it varies very much depending on sector and location
";"A lot of politics like any other big company, it seem much more here than in others
Advice to Management
NA
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-19;Human Resources Manager;Former Employee, more than 3 years;decent;"sound, great, yes, why, if
";"none, some, what, how, no
Advice to Management
good work
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-04;Project Engineer;Former Employee, more than 3 years;Good entry level (straight from undergrad) engineering role;"- Very High Salary, much higher than my peers
- Great work life balance, 9/80 schedule 
- Good level of responsibility
";"- Career movement is relatively slow, must be in it for the long haul
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-18;Finance Manager;Current Employee;General;"good benefits and work life balance
";"Not really anything major other than typical for a large corporation
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-14;Process Safety Engineer;Current Employee, more than 5 years;Great company to work for;"People are friendly; there are many areas to explore in your career; culture of helping; pay is very good, as well as benefits
";"So many areas to explore yet is difficult to switch areas, even if you recently graduated. They put you in a box and don’t want to let you move. 
Networking is the key to move around the company, not so much for merit
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-29;Senior Well Engineer;Former Employee;Fantastic development and support;"Exposure to cutting edge technical challenges. Deep water. Sub salt in economically and fiscally challenging times.
";"High grading of local content and increasing deviation from core values of honesty, integrity, respect in pursuit of favourable optics.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-20;Project Manager;Current Employee, more than 8 years;Shell PM;"Competitive compensation. Excellent benefits. Strong care for people. Ability to change roles every 3-4 years
";"Work-life balance can be tough to maintain
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-02;Analyst;Current Employee, more than 10 years;Great place to work, if you fit in with the culture.;"Excellent pay, benefits and work life balance.
";"Style is more important than what is accomplished.
Advice to Management
Focus more on results
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-12;Procurement Manager;Current Employee, more than 3 years;Great company, great poeple, a lot of redtape;"Salary
Benefits
Work-life balance
Stability
Global impact and ability to influence future of energy
";"Red-tape
Corporate politics
Performance not always recognized
Some terrible managers
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-22;Anonymous;Current Employee, more than 8 years;Constant Change: must thrive on constantly learning new things or will go nuts;;"ant Change: must thrive on constantly learning new things or will go nuts
Apr 22, 2020 - Anonymous Employee 
Recommend
CEO Approval
Business Outlook
Pros
Great people, work is interesting and challenging, good pay and benefits.
Cons
Processes are constantly changing, reorgs occur often, managers change over frequently. When oil prices are good, things are great in refining, but when oil prices are low, it becomes cost cutting and fire sales everywhere.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-19;Senior Analyst;Former Employee;Decent company but a bit stale;"It was fairly stable and professional
";"Not as much opportunity as you would expect
1 person found this review helpful
Helpful
Share
Repor"
2020-04-03;Marketing Analyst;Current Employee;GREAT COMPANY!;"Even in a time of a crisis, Shell is doing everything they can to build its people and keep us strong
";"None, just love working here
Advice to Management
Just keep leading us the way you are!
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-11;Part Time Cashier;Former Employee, more than 3 years;Pros and cons of working at a gas station.;"and cons of working at a gas station.
Apr 11, 2020 - Part Time Cashier in Provo, UT
Recommend
CEO Approval
Business Outlook
Pros
Allows you to be very outgoing, helping customers was alot of fun.
";"Possibly dangerous working alone, on your feet the whole time.
Advice to Management
Seek young outgoing people that would be honest with you and co-workers.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-04-08;Business Development;Current Employee, more than 10 years;Good place to work long term;"Work/ life balance, smart staff, global presence
";"Bureaucracy, too big, too slow, usually requires political working to advance
Be the first to find this review helpful
Helpful
Share
Repor"
